artichoke_url,parmesan_url,parsley_url,bread_crumbs_url,olive_oil_url
http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/artichokes.jpg,http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parmesan.jpg,http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/parsley.jpg,http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/bread_crumbs.jpg,http://cs.brown.edu/~dwhitney/recipe_scenes/artichokes1/olive_oil.jpg
